method,series,target,filters,n,mae,rmse,corr,signed_bias,pp_mae,pp_signed_bias
RTBP_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,5.546621863608338,5.855321438313694,-0.25202884892095495,5.546621863608338,8.311861757488495,8.311861757488495
RTBP_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.765239893880158,2.9196191510309646,-0.24964562784835895,-2.765239893880158,8.311861757488495,8.311861757488495
RTBP_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,5.542700919852944,5.8441540470480415,-0.21021989938841645,5.542700919852944,8.30601319048209,8.30601319048209
RTBP_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.7633122706291458,2.914261213429171,-0.2182767843661543,-2.7633122706291458,8.30601319048209,8.30601319048209
RTBP_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,5.542700919852944,5.8441540470480415,-0.21021989938841645,5.542700919852944,8.30601319048209,8.30601319048209
RTBP_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.7633122706291458,2.914261213429171,-0.2182767843661543,-2.7633122706291458,8.30601319048209,8.30601319048209
SinBP_D_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,5.541809972417929,5.833736455992007,-0.05762533650851757,5.541809972417929,8.306947892832149,8.306947892832149
SinBP_D_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,2.765137920414218,2.9105680115944703,-0.05985623014112442,-2.765137920414218,8.306947892832149,8.306947892832149
SinBP_D_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,5.5384510561396105,5.8314351940693605,-0.24327715721149468,5.5384510561396105,8.301894657861148,8.301894657861148
SinBP_D_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,2.7634436017215407,2.9091887294269836,-0.2485383255957617,-2.7634436017215407,8.301894657861148,8.301894657861148
SinBP_D_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,5.5384510561396105,5.8314351940693605,-0.24327715721149468,5.5384510561396105,8.301894657861148,8.301894657861148
SinBP_D_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,2.7634436017215407,2.9091887294269836,-0.2485383255957617,-2.7634436017215407,8.301894657861148,8.301894657861148
SinBP_M_INITIAL_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,5.28638826727109,5.604373508737294,-0.1639482809184406,5.28638826727109,7.928217879278767,7.928217879278767
SinBP_M_INITIAL_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,2.641829612007677,2.7998417963994444,-0.1550848415053767,-2.641829612007677,7.928217879278767,7.928217879278767
SinBP_M_INITIAL_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,5.280967803301661,5.5895823601261005,-0.08190602517757138,5.280967803301661,7.920084199476581,7.920084199476581
SinBP_M_INITIAL_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,2.63911639617492,2.792680805661029,-0.08101579097151652,-2.63911639617492,7.920084199476581,7.920084199476581
SinBP_M_INITIAL_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,5.280967803301661,5.5895823601261005,-0.08190602517757138,5.280967803301661,7.920084199476581,7.920084199476581
SinBP_M_INITIAL_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",41,2.63911639617492,2.792680805661029,-0.08101579097151652,-2.63911639617492,7.920084199476581,7.920084199476581
RTBP_RICH_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.2807040387535085,2.815151842504419,-0.2520288489209566,2.098881809020725,3.4151960588934527,3.1493935767254095
RTBP_RICH_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,1.1362326629644373,1.4075508127404994,-0.2496456278483492,-1.0505117677046847,3.4151960588934527,3.1493935767254095
RTBP_RICH_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.270769608892756,2.796688052980277,-0.21021989938845187,2.09496086526533,3.4043295223391583,3.143545009719005
RTBP_RICH_BASELINE,smoothed,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,1.1335599134464018,1.398768180610247,-0.21827678436610376,-1.0485841444536752,3.4043295223391583,3.143545009719005
RTBP_RICH_BASELINE,calibrated,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,2.270769608892756,2.796688052980277,-0.21021989938845187,2.09496086526533,3.4043295223391583,3.143545009719005
RTBP_RICH_BASELINE,calibrated,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",40,1.1335599134464018,1.398768180610247,-0.21827678436610376,-1.0485841444536752,3.4043295223391583,3.143545009719005
SinBP_D_RICH_BASELINE,raw,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,1.8239102463298422,2.276861052707342,-0.05762533650851379,1.3650175770869144,2.732086266570435,2.0554968217631906
SinBP_D_RICH_BASELINE,raw,DBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,0.9081760202405925,1.1411310260145615,-0.059856230141132546,-0.6904792446762764,2.732086266570435,2.0554968217631906
SinBP_D_RICH_BASELINE,smoothed,SBP,"abs_time_delta_ms<=350.0, output_valid, reject_reason=ok, artifact_flag=0, ref_pp_inlier",39,1.8531659237662,2.2771277148925746,-0.24327715721149043,1.3616586608085963,2.776431897497566,2.0504435867921953
